"Priority","Category","Extension","SizeBytes","HasYamlHeader","LastModified","RelativePath","Action"
"2","SHELL",".md","0","False","2026-04-23","docs\customer-documents\whitepapers\uiao-governance-os-whitepaper.md","DECIDE: write content, promote to shell .qmd, or delete"
"2","SHELL",".md","0","False","2026-04-23","docs\customer-documents\whitepapers\zero-trust-governance-whitepaper.md","DECIDE: write content, promote to shell .qmd, or delete"
"3","ORPHAN-MD",".md","2988","False","2026-04-20","docs\appendices\Appendix-B-UIAO-SCuBA-Pipeline.md","CONVERT: rename to .qmd, add YAML header, add to nav/index link"
"3","ORPHAN-MD",".md","1435","False","2026-04-20","docs\appendices\Appendix-C-KSI-Mapping-Tables.md","CONVERT: rename to .qmd, add YAML header, add to nav/index link"
"3","ORPHAN-MD",".md","3106","False","2026-04-20","docs\appendices\Appendix-D-ADR-Index.md","CONVERT: rename to .qmd, add YAML header, add to nav/index link"
"3","ORPHAN-MD",".md","5026","False","2026-04-20","docs\appendices\Appendix-E-SCuBA-Field-Dictionary.md","CONVERT: rename to .qmd, add YAML header, add to nav/index link"
"3","ORPHAN-MD",".md","1075","False","2026-04-17","docs\ato\UIAO-ATO-Package-Template.md","CONVERT: rename to .qmd, add YAML header, add to nav/index link"
"3","ORPHAN-MD",".md","7534","False","2026-04-23","docs\customer-documents\TREE.md","CONVERT: rename to .qmd, add YAML header, add to nav/index link"
"3","ORPHAN-MD",".md","2408","True","2026-04-23","docs\customer-documents\validation-suites\adapters\bluecat-address-manager\bluecat-address-manager.md","CONVERT: rename to .qmd, add YAML header, add to nav/index link"
"3","ORPHAN-MD",".md","4589","False","2026-04-23","docs\diagrams\README.md","CONVERT: rename to .qmd, add YAML header, add to nav/index link"
"3","MICRO-SHELL",".md","47","False","2026-04-17","docs\docs\governance\audit-protocol.md","DELETE: 47-byte placeholder with no content — or write content first"
"3","MICRO-SHELL",".md","47","False","2026-04-17","docs\docs\governance\automation-roadmap.md","DELETE: 47-byte placeholder with no content — or write content first"
"3","MICRO-SHELL",".md","47","False","2026-04-17","docs\docs\governance\charter-addendum-automation.md","DELETE: 47-byte placeholder with no content — or write content first"
"3","MICRO-SHELL",".md","47","False","2026-04-17","docs\docs\governance\communications-plan.md","DELETE: 47-byte placeholder with no content — or write content first"
"3","MICRO-SHELL",".md","47","False","2026-04-17","docs\docs\governance\day1-owner-quickstart.md","DELETE: 47-byte placeholder with no content — or write content first"
"3","MICRO-SHELL",".md","47","False","2026-04-17","docs\docs\governance\drift-pattern-taxonomy.md","DELETE: 47-byte placeholder with no content — or write content first"
"3","MICRO-SHELL",".md","47","False","2026-04-17","docs\docs\governance\escalation-communication-templates.md","DELETE: 47-byte placeholder with no content — or write content first"
"3","MICRO-SHELL",".md","47","False","2026-04-17","docs\docs\governance\faq.md","DELETE: 47-byte placeholder with no content — or write content first"
"3","MICRO-SHELL",".md","47","False","2026-04-17","docs\docs\governance\glossary.md","DELETE: 47-byte placeholder with no content — or write content first"
"3","MICRO-SHELL",".md","47","False","2026-04-17","docs\docs\governance\governance-charter.md","DELETE: 47-byte placeholder with no content — or write content first"
"3","MICRO-SHELL",".md","47","False","2026-04-17","docs\docs\governance\intervention-decision-tree.md","DELETE: 47-byte placeholder with no content — or write content first"
"3","MICRO-SHELL",".md","47","False","2026-04-17","docs\docs\governance\intervention-playbook.md","DELETE: 47-byte placeholder with no content — or write content first"
"3","MICRO-SHELL",".md","47","False","2026-04-17","docs\docs\governance\maturity-model.md","DELETE: 47-byte placeholder with no content — or write content first"
"3","MICRO-SHELL",".md","47","False","2026-04-17","docs\docs\governance\maturity-self-assessment.md","DELETE: 47-byte placeholder with no content — or write content first"
"3","MICRO-SHELL",".md","47","False","2026-04-17","docs\docs\governance\metadata-normalization-strategy.md","DELETE: 47-byte placeholder with no content — or write content first"
"3","MICRO-SHELL",".md","47","False","2026-04-17","docs\docs\governance\metadata-quality-score.md","DELETE: 47-byte placeholder with no content — or write content first"
"3","MICRO-SHELL",".md","47","False","2026-04-17","docs\docs\governance\metadata-remediation-playbook.md","DELETE: 47-byte placeholder with no content — or write content first"
"3","MICRO-SHELL",".md","47","False","2026-04-17","docs\docs\governance\onboarding-certification-exam.md","DELETE: 47-byte placeholder with no content — or write content first"
"3","MICRO-SHELL",".md","47","False","2026-04-17","docs\docs\governance\onboarding-quiz.md","DELETE: 47-byte placeholder with no content — or write content first"
"3","MICRO-SHELL",".md","47","False","2026-04-17","docs\docs\governance\onboarding-workbook.md","DELETE: 47-byte placeholder with no content — or write content first"
"3","MICRO-SHELL",".md","47","False","2026-04-17","docs\docs\governance\operating-model-diagram.md","DELETE: 47-byte placeholder with no content — or write content first"
"3","MICRO-SHELL",".md","47","False","2026-04-17","docs\docs\governance\operating-model-onepager.md","DELETE: 47-byte placeholder with no content — or write content first"
"3","MICRO-SHELL",".md","47","False","2026-04-17","docs\docs\governance\operating-rhythm.md","DELETE: 47-byte placeholder with no content — or write content first"
"3","MICRO-SHELL",".md","47","False","2026-04-17","docs\docs\governance\performance-dashboard-spec.md","DELETE: 47-byte placeholder with no content — or write content first"
"3","MICRO-SHELL",".md","47","False","2026-04-17","docs\docs\governance\performance-scorecard.md","DELETE: 47-byte placeholder with no content — or write content first"
"3","MICRO-SHELL",".md","47","False","2026-04-17","docs\docs\governance\policy-compliance-checklist.md","DELETE: 47-byte placeholder with no content — or write content first"
"3","MICRO-SHELL",".md","47","False","2026-04-17","docs\docs\governance\quarterly-review-template.md","DELETE: 47-byte placeholder with no content — or write content first"
"3","MICRO-SHELL",".md","47","False","2026-04-17","docs\docs\governance\red-flags-guide.md","DELETE: 47-byte placeholder with no content — or write content first"
"3","MICRO-SHELL",".md","47","False","2026-04-17","docs\docs\governance\reliability-forecasting-model.md","DELETE: 47-byte placeholder with no content — or write content first"
"3","MICRO-SHELL",".md","47","False","2026-04-17","docs\docs\governance\risk-heatmap-spec.md","DELETE: 47-byte placeholder with no content — or write content first"
"3","MICRO-SHELL",".md","47","False","2026-04-17","docs\docs\governance\risk-register-template.md","DELETE: 47-byte placeholder with no content — or write content first"
"3","MICRO-SHELL",".md","47","False","2026-04-17","docs\docs\governance\schema-evolution-plan.md","DELETE: 47-byte placeholder with no content — or write content first"
"3","MICRO-SHELL",".md","47","False","2026-04-17","docs\docs\governance\steward-playbook.md","DELETE: 47-byte placeholder with no content — or write content first"
"3","MICRO-SHELL",".md","47","False","2026-04-17","docs\docs\governance\systemic-drift-diagnostic-guide.md","DELETE: 47-byte placeholder with no content — or write content first"
"3","MICRO-SHELL",".md","47","False","2026-04-17","docs\docs\governance\training-curriculum.md","DELETE: 47-byte placeholder with no content — or write content first"
"3","MICRO-SHELL",".md","47","False","2026-04-17","docs\docs\governance\training-deck-outline.md","DELETE: 47-byte placeholder with no content — or write content first"
"3","ORPHAN-MD",".md","246","False","2026-04-17","docs\exports\README.md","CONVERT: rename to .qmd, add YAML header, add to nav/index link"
"3","ORPHAN-MD",".md","52962","False","2026-04-23","docs\governance\ARCHITECTURE.md","CONVERT: governance doc, rename to .qmd + YAML header"
"3","ORPHAN-MD",".md","5215","False","2026-04-20","docs\governance\CODE_OF_CONDUCT.md","CONVERT: governance doc, rename to .qmd + YAML header"
"3","ORPHAN-MD",".md","21694","False","2026-04-20","docs\governance\CONMON.md","CONVERT: governance doc, rename to .qmd + YAML header"
"3","ORPHAN-MD",".md","7103","False","2026-04-23","docs\governance\VISION.md","CONVERT: governance doc, rename to .qmd + YAML header"
"3","ORPHAN-MD",".md","9249","True","2026-05-06","docs\narrative\2026-04-fedramp-gcc-moderate-three-assessments.md","CONVERT: narrative layer doc"
"3","ORPHAN-MD",".md","8450","True","2026-04-23","docs\narrative\governance-os-directory-migration.md","CONVERT: narrative layer doc"
"3","ORPHAN-MD",".md","7453","False","2026-04-20","docs\narrative\UIAO-Narrative-Layer.md","CONVERT: narrative layer doc"
"3","ORPHAN-MD",".md","22673","False","2026-04-24","docs\planning\customer-documents-taxonomy.md","CONVERT: rename to .qmd, add YAML header, add to nav/index link"
"3","ORPHAN-MD",".md","1480","False","2026-04-20","docs\publications\INDEX.md","CONVERT: rename to .qmd, add YAML header, add to nav/index link"
"3","ORPHAN-MD",".md","10971","False","2026-04-25","docs\reports\cli-surface-audit-v0.4.0.md","EVALUATE: audit report — publish or internal?"
"3","ORPHAN-MD",".md","11284","False","2026-04-25","docs\reports\public-surface-audit-v0.5.0.md","EVALUATE: audit report — publish or internal?"
"3","ORPHAN-MD",".md","3663","False","2026-04-20","docs\reports\SCuBA-Canonical-Report.md","EVALUATE: audit report — publish or internal?"
"3","ORPHAN-MD",".md","6190","False","2026-04-17","docs\runbook\UIAO-Operational-Runbook.md","CONVERT: rename to .qmd, add YAML header, add to nav/index link"
"3","ORPHAN-MD",".md","6990","False","2026-04-17","docs\security\UIAO-Security-Architecture.md","CONVERT: rename to .qmd, add YAML header, add to nav/index link"
"3","ORPHAN-MD",".md","2665","False","2026-04-22","docs\session-log.md","CONVERT: rename to .qmd, add YAML header, add to nav/index link"
"3","ORPHAN-MD",".md","5256","False","2026-04-22","docs\SUMMARY.md","CONVERT: rename to .qmd, add YAML header, add to nav/index link"
"3","ORPHAN-MD",".md","3835","False","2026-04-17","docs\visuals\README.md","CONVERT: rename to .qmd, add YAML header, add to nav/index link"
"4","LEGACY-DOCS",".md","2655","True","2026-04-23","docs\docs\access.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","17103","True","2026-04-25","docs\docs\adapter-authoring-tutorial.md","VERIFY: may be superseded by academy version"
"4","LEGACY-DOCS",".md","446","False","2026-04-22","docs\docs\adr\index.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","3668","True","2026-04-17","docs\docs\appendix\a-adapter-plane\a-01-adapter-lifecycle.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","3398","True","2026-04-17","docs\docs\appendix\a-adapter-plane\a-02-adapter-sandbox-execution.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","3521","True","2026-04-17","docs\docs\appendix\a-adapter-plane\a-03-adapter-hot-swap-rollback.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","3607","True","2026-04-17","docs\docs\appendix\a-adapter-plane\a-04-adapter-health-liveness.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","2751","True","2026-04-17","docs\docs\appendix\a-adapter-plane\index.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","3534","True","2026-04-20","docs\docs\appendix\b-truth-fabric\b-01-canonical-claim-schema.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","3083","True","2026-04-17","docs\docs\appendix\b-truth-fabric\b-02-identity-anchoring.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","4117","True","2026-04-17","docs\docs\appendix\b-truth-fabric\b-03-multi-cloud-identity-matrix.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","3716","True","2026-04-20","docs\docs\appendix\b-truth-fabric\b-04-control-mapping-governance.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","2443","True","2026-04-17","docs\docs\appendix\b-truth-fabric\index.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","3749","True","2026-04-17","docs\docs\appendix\c-drift-fabric\c-01-drift-detection.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","3957","True","2026-04-17","docs\docs\appendix\c-drift-fabric\c-02-drift-taxonomy.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","4161","True","2026-04-17","docs\docs\appendix\c-drift-fabric\c-03-vendor-failure-containment.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","2226","True","2026-04-17","docs\docs\appendix\c-drift-fabric\index.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","3229","True","2026-04-17","docs\docs\appendix\d-evidence-fabric\d-01-evidence-determinism.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","3611","True","2026-04-17","docs\docs\appendix\d-evidence-fabric\d-02-evidence-lifecycle.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","3670","True","2026-04-20","docs\docs\appendix\d-evidence-fabric\d-03-evidence-signing.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","4154","True","2026-04-17","docs\docs\appendix\d-evidence-fabric\d-04-evidence-correlation.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","2629","True","2026-04-17","docs\docs\appendix\d-evidence-fabric\index.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","3311","True","2026-04-20","docs\docs\appendix\e-governance-plane\e-01-arb-coordination.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","3672","True","2026-04-17","docs\docs\appendix\e-governance-plane\e-02-mission-partner-corridors.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","3962","True","2026-04-17","docs\docs\appendix\e-governance-plane\e-03-cross-fabric-consistency.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","2011","True","2026-04-17","docs\docs\appendix\e-governance-plane\index.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","4628","True","2026-04-17","docs\docs\canon\corpus-status-dashboard.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","8288","True","2026-04-20","docs\docs\canon\glossary.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","4418","False","2026-04-20","docs\docs\canon\index.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","5230","True","2026-04-20","docs\docs\canon\migration-plan.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","5089","True","2026-04-17","docs\docs\canon\pdf-layout-spec.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","2033","True","2026-04-17","docs\docs\ci\TESTPLAN-metadata-validator.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","26268","False","2026-04-25","docs\docs\cli-reference.md","CONVERT-OR-VERIFY: check if superseded"
"4","LEGACY-DOCS",".md","5083","True","2026-04-22","docs\docs\conmon\templates\2026-07-agenda.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","1116","False","2026-04-17","docs\docs\contributing.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","1114","True","2026-04-18","docs\docs\diagrams\adapter-plane.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","1058","True","2026-04-18","docs\docs\diagrams\drift-fabric.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","1197","True","2026-04-18","docs\docs\diagrams\evidence-fabric.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","1183","True","2026-04-18","docs\docs\diagrams\governance-hierarchy.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","1217","True","2026-04-18","docs\docs\diagrams\governance-plane.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","580","True","2026-04-17","docs\docs\diagrams\index.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","1288","True","2026-04-18","docs\docs\diagrams\truth-fabric.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","592","False","2026-04-17","docs\docs\documents\index.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","4464","True","2026-04-22","docs\docs\drift-detection-boundary-amendment.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","12453","False","2026-04-22","docs\docs\gcc-boundary-problem-statement.md","PRIORITY-CONVERT: key differentiator content"
"4","LEGACY-DOCS",".md","19413","False","2026-04-22","docs\docs\gcc-boundary-solution-architecture.md","PRIORITY-CONVERT: key differentiator content"
"4","LEGACY-DOCS",".md","2052","True","2026-04-17","docs\docs\governance\automation-backlog.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","1396","True","2026-04-17","docs\docs\governance\automation-maturity-model.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","5408","True","2026-04-17","docs\docs\governance\bootstrap.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","2089","True","2026-04-17","docs\docs\governance\charter-compliance-audit-checklist.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","2258","True","2026-04-17","docs\docs\governance\charter-modernization-proposal.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","1723","True","2026-04-17","docs\docs\governance\corpus-integrity-verification-protocol.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","1772","True","2026-04-17","docs\docs\governance\corpus-normalization-audit-template.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","2940","True","2026-04-17","docs\docs\governance\corpus-normalization-enforcement-dashboard-visual.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","1557","True","2026-04-17","docs\docs\governance\corpus-normalization-enforcement-dashboard.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","3365","True","2026-04-17","docs\docs\governance\corpus-normalization-enforcement-engine-visual.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","1876","True","2026-04-17","docs\docs\governance\corpus-normalization-enforcement-engine.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","1593","True","2026-04-17","docs\docs\governance\corpus-normalization-enforcement-playbook.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","1458","True","2026-04-17","docs\docs\governance\corpus-normalization-maturity-model.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","1759","True","2026-04-17","docs\docs\governance\corpus-normalization-roadmap.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","3333","True","2026-04-17","docs\docs\governance\cross-book-consistency-audit.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","1904","True","2026-04-17","docs\docs\governance\dashboard-heatmap-spec.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","1956","True","2026-04-17","docs\docs\governance\dashboard-reliability-early-warning-spec.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","1891","True","2026-04-17","docs\docs\governance\dashboard-runtime-slo-sli-panel-spec.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","2281","True","2026-04-17","docs\docs\governance\dashboard-spec.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","1888","True","2026-04-17","docs\docs\governance\dashboard-systemic-risk-early-warning.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","2263","True","2026-04-17","docs\docs\governance\dashboard-systemic-risk-panel-spec.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","2313","True","2026-04-17","docs\docs\governance\dashboard-wireframe.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","1802","True","2026-04-17","docs\docs\governance\drift-root-cause-analysis-template.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","4873","True","2026-04-17","docs\docs\governance\escalation-playbook.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","2424","True","2026-04-17","docs\docs\governance\governance-canon-dependency-graph.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","5150","True","2026-04-17","docs\docs\governance\governance-canon-glossary.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","3757","True","2026-04-17","docs\docs\governance\governance-canon-integrity-report.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","7617","True","2026-04-17","docs\docs\governance\governance-corpus-index.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","3977","True","2026-04-17","docs\docs\governance\governance-os-architecture.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","4204","True","2026-04-17","docs\docs\governance\governance-visual-atlas.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","2979","True","2026-04-17","docs\docs\governance\handbook.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","1392","True","2026-04-17","docs\docs\governance\intervention-severity-ladder.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","1609","True","2026-04-17","docs\docs\governance\maturity-progression-roadmap.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","1465","True","2026-04-17","docs\docs\governance\metadata-drift-anomaly-detection-model.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","1469","True","2026-04-17","docs\docs\governance\metadata-drift-containment-playbook.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","1608","True","2026-04-17","docs\docs\governance\metadata-drift-heatmap-spec.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","1488","True","2026-04-17","docs\docs\governance\metadata-drift-propagation-heatmap.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","1776","True","2026-04-17","docs\docs\governance\metadata-drift-propagation-model.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","1461","True","2026-04-17","docs\docs\governance\metadata-drift-resilience-index.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","1757","True","2026-04-17","docs\docs\governance\metadata-governance-monte-carlo.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","2730","True","2026-04-17","docs\docs\governance\metadata-governance-reliability-heatmap.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","2607","True","2026-04-17","docs\docs\governance\metadata-governance-reliability-index-visual.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","1377","True","2026-04-17","docs\docs\governance\metadata-governance-reliability-index.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","1485","True","2026-04-17","docs\docs\governance\metadata-governance-rl-model.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","1789","True","2026-04-17","docs\docs\governance\metadata-governance-simulation-model.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","1150","True","2026-04-17","docs\docs\governance\metadata-lifecycle-diagram.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","1370","True","2026-04-17","docs\docs\governance\metadata-quality-remediation-diagram.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","2247","True","2026-04-17","docs\docs\governance\notifications-webhook-schema.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","2209","True","2026-04-17","docs\docs\governance\owner-reliability-score.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","1886","True","2026-04-17","docs\docs\governance\quarterly-executive-briefing-outline.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","1514","True","2026-04-17","docs\docs\governance\reliability-early-warning-heatmap.md","EVALUATE: check if superseded by .qmd equivalent"
"4","LEGACY-DOCS",".md","1580","True","2026-04-17","docs\docs\governance\reliability-score-decomposition-diagram.md","EVALUATE: check if superseded by .qmd equivalent"
